Brand,Model,Performance_Score,Price_USD,Value_Per_Dollar
Amazfit,GTS 4,57.6,174.05,0.33093938523412814
Amazfit,GTR 4,60.8,184.05,0.33034501494159191
Fitbit,Charge 6,72.2,219.02,0.32965026025020544
Garmin,Venu 3,61.5,187.06,0.32877151716026942
Amazfit,GTS 4,57.3,174.36,0.32863041982105984
Amazfit,T-Rex 3,60.5,184.16,0.32851867940920937
Amazfit,T-Rex 3,62.5,190.36,0.32832527841983605
Amazfit,GTR 4,58.9,179.83,0.3275315575821609
Fitbit,Charge 6,72.2,220.9,0.32684472612041648
Garmin,Fenix 8,60.1,184.0,0.32663043478260873
Fitbit,Charge 6,71.8,221.52,0.32412423257493678
Fitbit,Sense 2,57.0,176.25,0.32340425531914896
Fitbit,Charge 6,71.8,222.84,0.32220427212349667
Amazfit,Band 7,70.3,218.82,0.32126862261219269
Amazfit,Band 7,70.8,221.8,0.3192064923354373
Fitbit,Versa 4,58.0,181.74,0.31913722900847363
Fitbit,Versa 4,56.9,178.73,0.31835729871873775
Fitbit,Versa 4,60.9,191.56,0.31791605763207348
Amazfit,Band 7,68.9,217.63,0.3165923815650416
Fitbit,Sense 2,58.6,185.29,0.31626099627610776
Huawei,Watch Ultimate,58.3,185.67,0.31399795335810848
Fitbit,Inspire 4,72.7,231.82,0.31360538348718836
Fitbit,Inspire 4,71.8,229.06,0.3134549899589627
Garmin,Forerunner 965,62.3,198.88,0.31325422365245376
Amazfit,Band 7,70.3,225.13,0.31226402522986718
Amazfit,Band 7,69.9,223.89,0.312206887310733
Amazfit,Band 7,69.1,221.66,0.3117386989082378
Amazfit,Band 7,70.1,225.6,0.3107269503546099
Amazfit,GTR 4,60.7,195.55,0.31040654564050113
Polar,Pacer Pro,62.3,200.91,0.31008909461948136
Fitbit,Sense 2,57.3,185.52,0.30886157826649413
Samsung,Galaxy Watch FE,63.0,204.02,0.30879325556318005
Fitbit,Inspire 4,70.5,228.57,0.30843942774642341
Fitbit,Sense 2,57.7,187.47,0.30778257854590069
Amazfit,T-Rex 3,62.6,203.55,0.30754114468189631
Huawei,Watch GT 5,55.1,179.25,0.30739191073919109
Garmin,Fenix 8,60.7,197.59,0.30720178146667343
Amazfit,GTS 4,58.6,191.3,0.30632514375326708
Fitbit,Versa 4,60.3,197.32,0.30559497263328605
Huawei,Watch GT 5,60.6,198.34,0.30553594837148329
Polar,Vantage V3,60.8,199.22,0.30519024194357997
Fitbit,Charge 6,73.6,241.26,0.30506507502279695
Samsung,Galaxy Watch 7,62.5,205.14,0.30466998147606517
Amazfit,GTS 4,58.4,191.88,0.30435688972274338
Samsung,Galaxy Watch FE,62.4,205.04,0.30433086227077644
Fitbit,Sense 2,60.2,198.3,0.30358043368633386
Amazfit,T-Rex 3,59.1,194.69,0.30355950485387029
Fitbit,Inspire 4,72.3,238.48,0.303170077155317
Withings,ScanWatch 2,61.1,201.56,0.30313554276642191
Fitbit,Inspire 4,71.1,235.04,0.302501701837985
Polar,Pacer Pro,60.5,200.11,0.3023337164559492
Fitbit,Sense 2,59.4,196.53,0.30224393222408791
Huawei,Band 9,58.9,195.07,0.30194289229507354
Polar,Vantage V3,61.3,203.18,0.30170292351609407
Amazfit,T-Rex 3,58.7,194.93,0.30113374031703688
Huawei,Band 9,61.3,203.79,0.30079984297561213
Amazfit,GTR 4,58.8,195.78,0.30033711308611705
Samsung,Galaxy Watch 7,60.4,201.51,0.29973698575753066
Amazfit,GTS 4,59.8,199.59,0.29961420912871384
Fitbit,Charge 6,70.1,234.5,0.29893390191897651
Amazfit,Band 7,70.9,237.44,0.29860175202156336
Withings,Steel HR,61.1,204.84,0.29828158562780704
Polar,Pacer Pro,60.8,203.84,0.29827315541601251
Samsung,Galaxy Watch FE,59.7,200.41,0.29788932687989622
Fitbit,Charge 6,71.1,238.76,0.29778857430055283
Apple,Watch SE 3,60.0,201.5,0.29776674937965258
Amazfit,T-Rex 3,59.7,200.79,0.29732556402211269
Samsung,Galaxy Watch FE,60.3,203.06,0.29695656456219832
Polar,Vantage V3,62.0,208.8,0.29693486590038315
Polar,Pacer Pro,61.6,207.69,0.2965958881024604
Withings,ScanWatch 2,61.0,205.68,0.29657720731232984
Amazfit,Band 7,70.8,238.94,0.29630869674395244
Polar,Pacer Pro,60.9,205.53,0.29630710845132097
Huawei,Watch GT 5,56.8,191.75,0.29621903520208603
Apple,Watch SE 3,59.7,201.68,0.29601348671162236
Polar,Pacer Pro,61.0,206.08,0.29600155279503104
Polar,Vantage V3,59.2,200.3,0.29555666500249628
Polar,Pacer Pro,60.9,206.12,0.29545895594799143
Amazfit,GTS 4,58.5,198.06,0.29536504089669796
Amazfit,GTR 4,59.5,201.81,0.29483177245924386
Amazfit,GTR 4,59.4,201.52,0.29475982532751088
Fitbit,Versa 4,57.7,195.92,0.29450796243364641
Apple,Watch Ultra 2,59.2,201.22,0.29420534738097603
Huawei,Band 9,58.8,199.9,0.29414707353676839
Fitbit,Charge 6,69.7,237.47,0.29351075925380049
Amazfit,GTS 4,60.0,204.49,0.29341288082546824
Fitbit,Versa 4,62.0,211.62,0.29297797939703241
Amazfit,GTR 4,58.0,197.99,0.29294408808525679
Withings,Steel HR,58.3,199.29,0.2925385117165939
Amazfit,GTS 4,60.0,205.48,0.29199922133540979
Amazfit,T-Rex 3,58.1,199.69,0.29095097400971509
Amazfit,T-Rex 3,59.7,205.24,0.29087897096082638
Amazfit,Band 7,70.3,242.0,0.29049586776859504
Amazfit,Band 7,69.2,238.75,0.28984293193717281
Withings,Steel HR,59.3,204.63,0.28979133069442409
Fitbit,Inspire 4,72.6,250.58,0.28972783143107989
Amazfit,GTR 4,59.7,206.36,0.28930025198681913
Withings,ScanWatch 2,59.9,207.11,0.28921828979769204
Fitbit,Sense 2,58.8,203.46,0.28900029489826007
Fitbit,Charge 6,71.6,247.79,0.2889543565115622
Amazfit,Band 7,72.4,250.84,0.28863020251953436
Polar,Vantage V3,59.8,207.22,0.28858218318695106
Polar,Vantage V3,58.1,201.89,0.2877804745158255
Apple,Watch Series 10,59.7,207.53,0.28766925263817278
Fitbit,Versa 4,59.3,206.17,0.28762671581704419
Amazfit,GTR 4,60.0,209.14,0.28688916515252944
Polar,Vantage V3,62.1,216.51,0.28682277954828878
Apple,Watch Ultra 2,60.8,212.05,0.28672482904975238
Huawei,Watch GT 5,57.2,199.6,0.28657314629258518
Huawei,Watch GT 5,59.8,208.94,0.28620656647841486
Polar,Vantage V3,61.6,215.34,0.28605925513142011
Amazfit,Band 7,72.8,254.75,0.28577036310107951
Polar,Pacer Pro,58.6,205.3,0.28543594739405748
Garmin,Forerunner 965,61.9,217.61,0.28445383943752583
Fitbit,Inspire 4,73.5,258.41,0.28443171703881426
Samsung,Galaxy Watch Ultra,59.4,208.94,0.2842921412845793
Samsung,Galaxy Watch Ultra,60.5,212.87,0.2842110208108235
Withings,ScanWatch 2,62.8,221.13,0.28399583955139512
Samsung,Galaxy Watch Ultra,60.1,211.7,0.28389230042512992
Fitbit,Inspire 4,68.4,240.97,0.2838527617545753
Withings,ScanWatch 2,59.5,210.06,0.28325240407502617
Fitbit,Inspire 4,71.5,253.63,0.28190671450538185
Samsung,Galaxy Watch FE,59.5,211.12,0.28183023872679047
Fitbit,Charge 6,70.8,251.31,0.28172376745851735
Garmin,Forerunner 965,62.5,221.85,0.28172188415596122
Fitbit,Inspire 4,73.1,259.51,0.28168471349851643
Withings,Steel HR,59.9,212.65,0.28168351751704679
Amazfit,Band 7,73.5,261.19,0.28140434166698575
Polar,Vantage V3,61.5,218.96,0.28087321885275851
Apple,Watch Series 10,60.7,216.13,0.28084948873363258
Polar,Vantage V3,58.6,209.08,0.28027549263439833
Amazfit,GTR 4,60.7,217.38,0.27923452019505018
Polar,Pacer Pro,58.0,207.84,0.27906081601231714
Fitbit,Charge 6,70.3,252.09,0.27886865801896149
Amazfit,T-Rex 3,62.2,223.24,0.27862390252642893
Fitbit,Charge 6,71.8,258.43,0.27783152110823045
Withings,ScanWatch 2,58.7,211.54,0.27748889098988372
Withings,Steel HR,59.1,213.07,0.27737363307833107
Amazfit,GTS 4,61.2,221.58,0.27619821283509344
Polar,Pacer Pro,61.0,221.32,0.27561901319356591
Withings,ScanWatch 2,59.7,216.61,0.27561054429620052
Polar,Vantage V3,58.3,211.63,0.27548079194821151
Amazfit,GTS 4,62.3,226.24,0.27537128712871284
Polar,Pacer Pro,59.4,215.77,0.27529313620985307
Fitbit,Sense 2,60.1,218.61,0.27491880517817119
Withings,Steel HR,58.4,212.48,0.27484939759036148
Amazfit,GTR 4,62.0,225.7,0.27470093043863536
Huawei,Watch GT 5,60.6,220.66,0.27463065349406329
Withings,ScanWatch 2,60.4,219.96,0.27459538097835967
Withings,Steel HR,61.8,225.44,0.27413058907026261
Fitbit,Versa 4,60.6,221.09,0.27409652177846128
Fitbit,Sense 2,57.3,209.08,0.27405777692749184
Polar,Vantage V3,61.6,225.1,0.27365615282096845
Amazfit,GTR 4,59.0,215.73,0.273490010661475
Withings,Steel HR,59.3,216.93,0.27336007006868573
Polar,Pacer Pro,60.9,222.98,0.27311866535115259
Apple,Watch Series 10,59.8,219.21,0.27279777382418685
Withings,Steel HR,62.4,228.84,0.27267960146827475
Amazfit,GTR 4,59.4,218.06,0.27240209116756853
Apple,Watch SE 3,60.2,221.11,0.27226267468680748
Garmin,Fenix 8,63.8,234.39,0.27219591279491445
Apple,Watch Series 10,58.4,214.6,0.27213420316868592
Amazfit,GTR 4,60.0,220.57,0.27202248719227456
Fitbit,Charge 6,72.7,268.04,0.27122817489926876
Polar,Pacer Pro,59.7,220.49,0.27076057871105264
Amazfit,T-Rex 3,62.0,229.28,0.27041172365666433
Fitbit,Sense 2,60.1,222.35,0.27029458061614575
Garmin,Fenix 8,60.9,225.9,0.26958831341301459
Polar,Pacer Pro,56.9,211.11,0.26952773435649657
Amazfit,GTR 4,60.0,222.68,0.26944494341656189
Samsung,Galaxy Watch 7,60.4,224.61,0.26891055607497438
Amazfit,GTS 4,61.4,228.66,0.26852094813259864
Samsung,Galaxy Watch FE,60.1,224.56,0.26763448521553262
Withings,Steel HR,60.6,226.74,0.26726647261180209
Withings,Steel HR,60.7,227.7,0.2665788317962231
Samsung,Galaxy Watch Ultra,61.5,230.92,0.26632600034644033
Fitbit,Versa 4,59.7,224.26,0.26620886471060379
Huawei,Watch Ultimate,59.3,223.14,0.265752442412835
Samsung,Galaxy Watch 7,58.9,221.67,0.265710290070826
Samsung,Galaxy Watch Ultra,59.9,225.55,0.26557304367102635
Apple,Watch Ultra 2,59.5,224.14,0.26545908806995627
Amazfit,GTS 4,62.4,235.34,0.26514829608226392
Fitbit,Charge 6,70.2,264.8,0.26510574018126887
Apple,Watch Series 10,59.8,225.58,0.2650944232644738
Polar,Pacer Pro,58.7,221.54,0.26496343775390452
Amazfit,GTR 4,60.6,228.78,0.26488329399423027
Withings,ScanWatch 2,60.1,226.96,0.26480437081424041
Apple,Watch Series 10,58.3,220.23,0.26472324388139673
Fitbit,Charge 6,72.1,272.49,0.26459686594003445
Polar,Pacer Pro,59.7,225.71,0.26449869301315848
Withings,Steel HR,59.6,225.83,0.26391533454368327
Apple,Watch Series 10,61.8,234.69,0.26332608973539562
Polar,Pacer Pro,60.8,231.15,0.26303266277309106
Apple,Watch SE 3,60.8,231.4,0.26274848746758855
Withings,Steel HR,59.9,228.1,0.2626041209995616
Amazfit,Band 7,69.7,265.89,0.2621384783181015
Polar,Pacer Pro,58.8,224.55,0.26185704742818966
Samsung,Galaxy Watch FE,59.4,226.89,0.26180087266957558
Fitbit,Versa 4,60.5,231.28,0.26158768592182635
Fitbit,Inspire 4,72.2,276.39,0.26122508050218896
Polar,Pacer Pro,61.9,237.06,0.2611153294524593
Polar,Vantage V3,59.5,227.96,0.26101070363221618
Fitbit,Sense 2,63.1,241.9,0.26085159156676313
Samsung,Galaxy Watch Ultra,60.7,232.78,0.26076123378297106
Fitbit,Inspire 4,71.4,273.83,0.26074571814629516
Withings,ScanWatch 2,62.6,240.24,0.26057276057276058
Polar,Pacer Pro,59.2,227.27,0.2604831257975096
Withings,ScanWatch 2,61.3,235.64,0.26014259039212356
Fitbit,Inspire 4,73.2,281.59,0.259952413082851
Polar,Vantage V3,58.0,223.13,0.25993815264643932
Fitbit,Versa 4,60.8,234.02,0.2598068541150329
Huawei,Band 9,60.6,233.58,0.25944002054970461
Fitbit,Versa 4,60.4,232.9,0.25933877200515243
Withings,ScanWatch 2,61.1,235.63,0.25930484233756312
Samsung,Galaxy Watch Ultra,57.1,220.64,0.25879260333575055
Fitbit,Inspire 4,71.2,275.58,0.25836417737136225
Amazfit,T-Rex 3,59.7,231.73,0.25762741121132354
Garmin,Enduro 3,62.6,243.26,0.25733782783852671
Fitbit,Sense 2,59.3,230.71,0.25703263837718343
Apple,Watch SE 3,61.0,237.4,0.25695029486099408
Amazfit,Band 7,72.6,282.58,0.25691839479085571
Polar,Vantage V3,58.6,228.31,0.25666856467084226
Amazfit,GTS 4,58.4,227.6,0.25659050966608082
Samsung,Galaxy Watch 7,60.4,235.59,0.25637760516150937
Samsung,Galaxy Watch 7,62.0,241.88,0.25632545063667933
Huawei,Watch Ultimate,60.2,234.91,0.25626835809458942
Samsung,Galaxy Watch FE,61.0,238.07,0.2562271600789684
Apple,Watch SE 3,58.1,226.84,0.25612766707811674
Polar,Pacer Pro,60.0,234.32,0.25606008876749747
Polar,Pacer Pro,61.8,241.41,0.25599602336274385
Apple,Watch Series 10,58.9,230.14,0.25593117232988616
Withings,ScanWatch 2,60.1,235.14,0.25559241303053504
Samsung,Galaxy Watch FE,62.0,243.06,0.25508104994651526
Apple,Watch Series 10,60.3,236.43,0.2550437761705367
Polar,Vantage V3,61.8,242.32,0.25503466490590954
Amazfit,T-Rex 3,58.2,228.6,0.25459317585301838
Withings,ScanWatch 2,62.6,246.19,0.25427515333685363
Amazfit,GTR 4,63.6,250.65,0.25374027528426091
Samsung,Galaxy Watch Ultra,60.5,238.51,0.25365812754182215
Apple,Watch Ultra 2,59.9,236.57,0.253202012089445
Amazfit,T-Rex 3,62.2,245.72,0.2531336480546964
Polar,Pacer Pro,60.6,239.48,0.2530482712543845
Huawei,Watch 5,60.7,240.16,0.25274816788807464
Amazfit,GTS 4,61.7,244.18,0.25268244737488738
Garmin,Instinct 2X,60.1,238.04,0.25247857502940685
Withings,ScanWatch 2,62.2,246.38,0.25245555645750467
Samsung,Galaxy Watch 7,60.6,240.05,0.252447406790252
Huawei,Band 9,58.4,231.36,0.25242047026279391
Withings,Steel HR,62.9,249.24,0.25236719627668108
Polar,Vantage V3,59.9,237.36,0.25235928547354231
Withings,Steel HR,58.4,231.52,0.25224602626123011
Amazfit,GTR 4,59.8,237.3,0.25200168563000419
Fitbit,Inspire 4,71.6,284.16,0.25197072072072069
Amazfit,GTS 4,59.9,237.74,0.25195591822999913
Samsung,Galaxy Watch 7,59.1,234.67,0.25184301359355693
Samsung,Galaxy Watch Ultra,62.0,246.25,0.2517766497461929
Fitbit,Charge 6,70.5,280.26,0.25155213016484695
Withings,ScanWatch 2,60.5,240.58,0.25147560063180646
Amazfit,Band 7,68.9,274.0,0.25145985401459858
Fitbit,Inspire 4,70.6,280.87,0.25136183999715167
Polar,Vantage V3,61.9,246.72,0.25089169909208819
Fitbit,Charge 6,69.8,278.37,0.25074541078420803
Fitbit,Charge 6,73.3,292.33,0.25074402216672936
Fitbit,Sense 2,61.1,243.71,0.25070780846087565
Withings,ScanWatch 2,61.5,245.5,0.25050916496945008
Amazfit,T-Rex 3,58.8,234.74,0.25048990372326829
Fitbit,Inspire 4,71.5,285.77,0.25020121076390106
Withings,Steel HR,58.8,235.26,0.24993624075490947
Samsung,Galaxy Watch Ultra,60.9,243.79,0.24980516017884244
Apple,Watch Series 10,61.0,244.4,0.24959083469721768
Polar,Pacer Pro,59.6,238.97,0.24940369083985439
Fitbit,Inspire 4,68.0,272.68,0.24937655860349126
Polar,Vantage V3,57.8,231.92,0.24922387030010348
Withings,ScanWatch 2,61.0,245.11,0.24886785524866384
Withings,Steel HR,60.0,241.26,0.24869435463814973
Fitbit,Inspire 4,72.0,289.52,0.24868748273003594
Amazfit,Band 7,71.9,289.94,0.24798234117403603
Oura,Ring Gen 4,76.0,307.0,0.247557003257329
Garmin,Forerunner 965,62.6,253.15,0.24728421884258345
Fitbit,Sense 2,61.1,247.26,0.24710830704521558
Fitbit,Versa 4,59.8,242.43,0.2466691416078868
Fitbit,Sense 2,61.8,250.65,0.24655894673847994
Amazfit,GTS 4,61.6,249.92,0.24647887323943662
Apple,Watch SE 3,58.8,238.59,0.24644788130265308
Fitbit,Versa 4,59.4,241.11,0.24636058230683089
Samsung,Galaxy Watch 7,60.0,243.57,0.2463357556349304
Fitbit,Versa 4,62.4,253.44,0.24621212121212122
Garmin,Fenix 8,63.0,256.31,0.24579610627755452
Apple,Watch Ultra 2,60.9,247.78,0.24578254903543464
Polar,Pacer Pro,60.0,244.24,0.24566000655093351
Samsung,Galaxy Watch FE,59.3,241.42,0.24563002236765802
Oura,Ring Gen 4,73.8,300.72,0.24541101356743811
Fitbit,Charge 6,72.6,295.87,0.24537803765167132
Polar,Pacer Pro,59.2,241.83,0.24480006616218003
Amazfit,GTR 4,59.5,243.45,0.24440336824810024
Samsung,Galaxy Watch Ultra,60.0,245.79,0.24411082631514708
Amazfit,GTR 4,61.5,252.04,0.24400888747817809
Polar,Pacer Pro,62.1,254.82,0.24370143630798211
Samsung,Galaxy Watch Ultra,60.2,247.09,0.24363592213363552
Oura,Ring Gen 4,74.3,305.72,0.24303284050765403
Amazfit,T-Rex 3,61.5,253.08,0.24300616405879563
Oura,Ring Gen 4,75.1,309.36,0.24275924489268164
Polar,Pacer Pro,58.6,242.32,0.24182898646417961
Apple,Watch SE 3,60.7,251.07,0.2417652447524595
Huawei,Watch GT 5,60.2,249.12,0.24165061014772
Polar,Vantage V3,60.4,250.06,0.24154202991282092
Amazfit,GTS 4,61.1,253.21,0.24130168634730065
Fitbit,Inspire 4,70.7,293.02,0.24128045867176304
Apple,Watch Series 10,62.3,258.22,0.24126713655022844
Fitbit,Inspire 4,71.3,295.64,0.2411716953051008
Fitbit,Sense 2,60.9,252.59,0.24110218140068884
Amazfit,GTR 4,58.7,243.5,0.24106776180698153
Oura,Ring Gen 4,73.3,304.2,0.24095989480604865
Fitbit,Sense 2,59.6,247.39,0.24091515420995191
Oura,Ring Gen 4,73.8,306.45,0.24082232011747431
Withings,Steel HR,60.3,250.45,0.24076662008384908
Withings,ScanWatch 2,60.4,250.89,0.2407429550799155
Withings,Steel HR,59.7,248.05,0.24067728280588591
Huawei,Band 9,59.5,247.31,0.24058873478630058
Fitbit,Sense 2,59.4,247.23,0.24026210411357846
Fitbit,Versa 4,61.7,257.19,0.23990046269295076
Oura,Ring Gen 4,74.6,311.02,0.2398559578162176
Polar,Vantage V3,60.1,250.88,0.23955676020408165
Fitbit,Charge 6,73.1,305.66,0.23915461624026693
Withings,ScanWatch 2,59.7,249.78,0.23901032908959885
Samsung,Galaxy Watch Ultra,60.8,254.48,0.23891857906318767
Amazfit,Band 7,69.9,292.64,0.23886003280481141
Oura,Ring Gen 4,72.8,305.15,0.23857119449451089
Amazfit,GTR 4,59.1,247.89,0.23841219895921581
Oura,Ring Gen 4,74.2,311.65,0.23808759826728704
Polar,Vantage V3,58.0,243.67,0.23802683957811796
Polar,Vantage V3,59.6,250.52,0.23790515727287243
Amazfit,GTR 4,59.8,251.57,0.23770719879158883
Garmin,Enduro 3,61.8,260.07,0.23762833083400622
Oura,Ring Gen 4,74.0,311.52,0.23754494093477146
Oura,Ring Gen 4,71.4,300.65,0.23748544819557629
Samsung,Galaxy Watch 7,59.7,251.83,0.23706468649485765
Polar,Pacer Pro,59.9,252.75,0.23699307616221563
Garmin,Instinct 2X,62.4,263.32,0.23697402400121526
Withings,ScanWatch 2,62.1,262.32,0.23673376029277221
Apple,Watch SE 3,59.2,250.65,0.23618591661679633
Samsung,Galaxy Watch 7,58.8,249.57,0.23560524101454502
Amazfit,GTS 4,60.3,255.94,0.2356020942408377
Samsung,Galaxy Watch 7,61.8,262.36,0.23555420033541696
Oura,Ring Gen 4,75.7,321.63,0.23536361657805555
Fitbit,Inspire 4,70.5,299.54,0.23536088669292915
Samsung,Galaxy Watch FE,58.0,246.59,0.23520824039904295
Oura,Ring Gen 4,75.5,321.19,0.2350633581369283
Garmin,Fenix 8,63.3,269.56,0.23482712568630359
Oura,Ring Gen 4,74.6,317.72,0.23479793528893361
Polar,Pacer Pro,58.2,247.9,0.23477208551835418
Samsung,Galaxy Watch Ultra,60.7,258.56,0.2347617574257426
Fitbit,Sense 2,60.8,259.21,0.234558851896146
Amazfit,GTR 4,62.1,264.82,0.2344989049165471
Oura,Ring Gen 4,73.8,315.15,0.2341742027605902
Amazfit,GTR 4,61.6,263.16,0.234078127374981
Withings,Steel HR,59.5,254.22,0.23404924868224372
Amazfit,T-Rex 3,61.0,260.78,0.23391364368433165
Oura,Ring Gen 4,73.1,312.52,0.233905030078075
Polar,Pacer Pro,59.8,255.71,0.23385866802236907
Oura,Ring Gen 4,75.4,323.22,0.23327764371016646
Amazfit,T-Rex 3,61.0,261.74,0.2330557041338733
Apple,Watch Ultra 2,59.6,256.48,0.23237679351216467
Oura,Ring Gen 4,71.6,308.17,0.23233929324723365
Polar,Vantage V3,61.5,264.72,0.23232094288304622
Oura,Ring Gen 4,73.3,315.67,0.23220451737574047
Apple,Watch SE 3,62.0,267.37,0.23188839435987582
Samsung,Galaxy Watch Ultra,58.6,252.73,0.23186800142444508
Oura,Ring Gen 4,75.7,326.66,0.23173942325353578
Apple,Watch SE 3,59.9,258.76,0.23148863812026588
Fitbit,Inspire 4,69.6,300.87,0.23132914547811345
Polar,Vantage V3,59.8,258.72,0.23113790970933826
Polar,Vantage V3,60.9,263.54,0.23108446535630262
Polar,Vantage V3,61.2,265.2,0.23076923076923078
Oura,Ring Gen 4,75.4,326.76,0.23075039784551354
Amazfit,GTR 4,59.6,258.54,0.23052525721358397
Fitbit,Charge 6,73.0,316.76,0.2304583912110115
Withings,Steel HR,62.8,272.51,0.23045025870610253
Garmin,Forerunner 965,62.4,271.04,0.230224321133412
Oura,Ring Gen 4,74.3,322.92,0.23008794747925182
Fitbit,Versa 4,59.3,257.81,0.23001435165431905
Fitbit,Inspire 4,70.7,307.78,0.22970953278315684
Oura,Ring Gen 4,74.6,324.82,0.22966566098146665
Oura,Ring Gen 4,73.9,321.81,0.22963860663124205
Withings,Steel HR,61.5,267.84,0.2296146953405018
Apple,Watch Series 10,60.4,263.12,0.22955305564001216
Fitbit,Sense 2,62.3,271.6,0.22938144329896903
Samsung,Galaxy Watch FE,61.2,266.88,0.22931654676258995
Garmin,Fenix 8,59.4,259.08,0.22927281148679945
Amazfit,GTR 4,58.9,256.95,0.22922747616267758
Apple,Watch Ultra 2,60.1,262.36,0.22907455404787314
Garmin,Instinct 2X,62.8,274.18,0.22904661171493179
Samsung,Galaxy Watch FE,60.3,263.39,0.22893807661642432
Apple,Watch SE 3,61.1,267.23,0.22864199378812258
Withings,ScanWatch 2,61.7,269.88,0.2286201274640581
Garmin,Instinct 2X,60.5,264.94,0.22835358949196044
Oura,Ring Gen 4,74.2,325.06,0.2282655509752046
Fitbit,Charge 6,71.7,314.11,0.22826398395466557
Fitbit,Inspire 4,69.5,304.61,0.22816059879846359
Oura,Ring Gen 4,73.3,321.41,0.22805762110699726
Amazfit,GTS 4,63.3,277.74,0.22791099589544175
Fitbit,Versa 4,60.3,264.72,0.22778785131459653
Fitbit,Sense 2,62.5,274.45,0.2277281836400073
Apple,Watch SE 3,59.5,261.38,0.22763792179967862
Polar,Vantage V3,61.2,269.69,0.22692721272572214
Amazfit,T-Rex 3,61.7,272.2,0.22667156502571639
Polar,Pacer Pro,59.0,260.29,0.22667025241077257
Garmin,Venu 3,62.0,273.87,0.22638478110052215
Polar,Vantage V3,59.6,263.35,0.22631479020315168
Polar,Pacer Pro,58.1,256.73,0.22630779418065672
Withings,ScanWatch 2,61.9,273.79,0.22608568610979216
Huawei,Watch 5,58.6,259.36,0.22594077729796422
Huawei,Watch Ultimate,59.6,263.84,0.22589448150394181
Samsung,Galaxy Watch FE,60.3,266.96,0.22587653581060835
Withings,Steel HR,62.4,276.31,0.22583330317397127
Fitbit,Inspire 4,72.0,318.92,0.22576194656967263
Oura,Ring Gen 4,72.7,322.1,0.22570630239056194
Amazfit,GTR 4,60.9,270.38,0.22523855314742214
Fitbit,Versa 4,62.5,277.68,0.22507922788821666
Polar,Pacer Pro,61.5,273.27,0.2250521462290043
Amazfit,T-Rex 3,59.0,262.46,0.224796159414768
Withings,ScanWatch 2,57.7,256.82,0.22467097578070244
Garmin,Enduro 3,62.4,277.95,0.22450080949811119
Huawei,Watch GT 5,60.9,271.42,0.2243755065949451
Apple,Watch SE 3,59.6,265.64,0.22436380063243488
Polar,Vantage V3,57.4,255.97,0.22424502871430246
Samsung,Galaxy Watch Ultra,60.3,269.62,0.2236480973221571
Amazfit,GTR 4,59.8,267.43,0.22360991661369328
Withings,Steel HR,60.0,268.38,0.223563603845294
Huawei,Watch GT 5,58.5,261.78,0.22347008938803578
Huawei,Band 9,60.4,270.41,0.22336452054287931
Samsung,Galaxy Watch Ultra,61.6,275.89,0.22327739316394216
Oura,Ring Gen 4,73.5,329.51,0.22305848077448334
Fitbit,Versa 4,60.9,273.04,0.22304424260181657
Amazfit,GTS 4,61.8,277.36,0.22281511393135273
Samsung,Galaxy Watch Ultra,61.0,273.82,0.22277408516543715
Amazfit,T-Rex 3,59.3,266.33,0.22265610333045471
Polar,Pacer Pro,61.3,275.42,0.22256916709026212
Oura,Ring Gen 4,73.8,331.76,0.22244996382927418
Fitbit,Inspire 4,68.8,309.29,0.22244495457337771
Withings,Steel HR,59.0,265.4,0.22230595327807084
Samsung,Galaxy Watch 7,60.0,269.92,0.22228808535862477
Apple,Watch SE 3,58.6,263.82,0.22212114320369949
Withings,ScanWatch 2,58.8,264.86,0.22200407762591556
Fitbit,Sense 2,59.5,268.04,0.22198179376212504
Samsung,Galaxy Watch Ultra,58.3,262.64,0.2219768504416692
Oura,Ring Gen 4,73.8,332.87,0.22170817436236367
Polar,Pacer Pro,63.2,285.37,0.22146686757542841
Fitbit,Charge 6,72.5,327.38,0.22145518968782454
Oura,Ring Gen 4,74.0,334.37,0.22131172054909232
Polar,Vantage V3,62.5,282.53,0.22121544614731181
Polar,Pacer Pro,59.0,267.14,0.22085797709066407
Amazfit,GTR 4,60.5,273.96,0.22083515841728721
Amazfit,T-Rex 3,60.7,274.97,0.22075135469323925
Fitbit,Charge 6,70.8,321.21,0.22041654992061269
Amazfit,GTR 4,60.2,273.31,0.220262705352896
Apple,Watch Series 10,60.4,274.51,0.22002841426541839
Samsung,Galaxy Watch 7,61.5,280.0,0.21964285714285714
Fitbit,Versa 4,61.1,278.21,0.21961827396570938
Amazfit,T-Rex 3,61.2,278.78,0.21952794318100297
Polar,Pacer Pro,59.5,271.1,0.21947620804131315
Oura,Ring Gen 4,73.9,336.89,0.21935943483036008
Fitbit,Sense 2,63.0,287.23,0.21933642029035963
Amazfit,T-Rex 3,61.7,281.48,0.21919852209748472
Huawei,Watch Ultimate,59.8,272.99,0.21905564306384848
Fitbit,Versa 4,62.5,285.51,0.21890651816048476
Withings,Steel HR,61.3,280.1,0.21885041056765439
Oura,Ring Gen 4,72.3,330.78,0.21857427897696355
Polar,Pacer Pro,59.3,271.33,0.21855305347731546
Garmin,Venu 3,62.5,286.07,0.21847799489635406
Garmin,Forerunner 965,63.3,290.03,0.2182532841430197
Withings,ScanWatch 2,59.8,274.01,0.21824021021130616
