Brand,Model,Category,Performance_Score,Price_USD,Value_Per_Dollar,Category_Value_Rank
Fitbit,Charge 6,Fitness Tracker,69.8,278.37,0.25074541078420803,148
Fitbit,Charge 6,Fitness Tracker,73.3,292.33,0.25074402216672936,149
Fitbit,Inspire 4,Fitness Tracker,71.5,285.77,0.25020121076390106,150
Fitbit,Inspire 4,Fitness Tracker,68.0,272.68,0.24937655860349126,151
Fitbit,Inspire 4,Fitness Tracker,72.0,289.52,0.24868748273003594,152
Amazfit,Band 7,Fitness Tracker,71.9,289.94,0.24798234117403603,153
Fitbit,Charge 6,Fitness Tracker,72.6,295.87,0.24537803765167132,154
Fitbit,Inspire 4,Fitness Tracker,70.7,293.02,0.24128045867176304,155
Fitbit,Inspire 4,Fitness Tracker,71.3,295.64,0.2411716953051008,156
Fitbit,Charge 6,Fitness Tracker,73.1,305.66,0.23915461624026693,157
Amazfit,Band 7,Fitness Tracker,69.9,292.64,0.23886003280481141,158
Fitbit,Inspire 4,Fitness Tracker,70.5,299.54,0.23536088669292915,159
Fitbit,Inspire 4,Fitness Tracker,69.6,300.87,0.23132914547811345,160
Fitbit,Charge 6,Fitness Tracker,73.0,316.76,0.2304583912110115,161
Fitbit,Inspire 4,Fitness Tracker,70.7,307.78,0.22970953278315684,162
Fitbit,Charge 6,Fitness Tracker,71.7,314.11,0.22826398395466557,163
Fitbit,Inspire 4,Fitness Tracker,69.5,304.61,0.22816059879846359,164
Fitbit,Inspire 4,Fitness Tracker,72.0,318.92,0.22576194656967263,165
Fitbit,Inspire 4,Fitness Tracker,68.8,309.29,0.22244495457337771,166
Fitbit,Charge 6,Fitness Tracker,72.5,327.38,0.22145518968782454,167
Fitbit,Charge 6,Fitness Tracker,70.8,321.21,0.22041654992061269,168
Fitbit,Inspire 4,Fitness Tracker,69.1,320.82,0.21538557446543233,169
Fitbit,Inspire 4,Fitness Tracker,69.1,327.37,0.21107615236582458,170
Oura,Ring Gen 4,Smart Ring,76.0,307.0,0.247557003257329,1
Oura,Ring Gen 4,Smart Ring,73.8,300.72,0.24541101356743811,2
Oura,Ring Gen 4,Smart Ring,74.3,305.72,0.24303284050765403,3
Oura,Ring Gen 4,Smart Ring,75.1,309.36,0.24275924489268164,4
Oura,Ring Gen 4,Smart Ring,73.3,304.2,0.24095989480604865,5
Oura,Ring Gen 4,Smart Ring,73.8,306.45,0.24082232011747431,6
Oura,Ring Gen 4,Smart Ring,74.6,311.02,0.2398559578162176,7
Oura,Ring Gen 4,Smart Ring,72.8,305.15,0.23857119449451089,8
Oura,Ring Gen 4,Smart Ring,74.2,311.65,0.23808759826728704,9
Oura,Ring Gen 4,Smart Ring,74.0,311.52,0.23754494093477146,10
Oura,Ring Gen 4,Smart Ring,71.4,300.65,0.23748544819557629,11
Oura,Ring Gen 4,Smart Ring,75.7,321.63,0.23536361657805555,12
Oura,Ring Gen 4,Smart Ring,75.5,321.19,0.2350633581369283,13
Oura,Ring Gen 4,Smart Ring,74.6,317.72,0.23479793528893361,14
Oura,Ring Gen 4,Smart Ring,73.8,315.15,0.2341742027605902,15
Oura,Ring Gen 4,Smart Ring,73.1,312.52,0.233905030078075,16
Oura,Ring Gen 4,Smart Ring,75.4,323.22,0.23327764371016646,17
Oura,Ring Gen 4,Smart Ring,71.6,308.17,0.23233929324723365,18
Oura,Ring Gen 4,Smart Ring,73.3,315.67,0.23220451737574047,19
Oura,Ring Gen 4,Smart Ring,75.7,326.66,0.23173942325353578,20
Oura,Ring Gen 4,Smart Ring,75.4,326.76,0.23075039784551354,21
Oura,Ring Gen 4,Smart Ring,74.3,322.92,0.23008794747925182,22
Oura,Ring Gen 4,Smart Ring,74.6,324.82,0.22966566098146665,23
Oura,Ring Gen 4,Smart Ring,73.9,321.81,0.22963860663124205,24
Oura,Ring Gen 4,Smart Ring,74.2,325.06,0.2282655509752046,25
Oura,Ring Gen 4,Smart Ring,73.3,321.41,0.22805762110699726,26
Oura,Ring Gen 4,Smart Ring,72.7,322.1,0.22570630239056194,27
Oura,Ring Gen 4,Smart Ring,73.5,329.51,0.22305848077448334,28
Oura,Ring Gen 4,Smart Ring,73.8,331.76,0.22244996382927418,29
Oura,Ring Gen 4,Smart Ring,73.8,332.87,0.22170817436236367,30
Oura,Ring Gen 4,Smart Ring,74.0,334.37,0.22131172054909232,31
Oura,Ring Gen 4,Smart Ring,73.9,336.89,0.21935943483036008,32
Oura,Ring Gen 4,Smart Ring,72.3,330.78,0.21857427897696355,33
Oura,Ring Gen 4,Smart Ring,74.3,340.91,0.21794608547710537,34
Oura,Ring Gen 4,Smart Ring,74.2,342.32,0.21675625146062166,35
Oura,Ring Gen 4,Smart Ring,73.7,341.06,0.2160910103794054,36
Oura,Ring Gen 4,Smart Ring,73.6,342.17,0.21509775842417508,37
Oura,Ring Gen 4,Smart Ring,75.2,350.69,0.21443440075280162,38
Oura,Ring Gen 4,Smart Ring,74.0,345.14,0.21440574839195689,39
Oura,Ring Gen 4,Smart Ring,73.0,342.16,0.21335047930792611,40
Oura,Ring Gen 4,Smart Ring,74.5,349.9,0.2129179765647328,41
Oura,Ring Gen 4,Smart Ring,73.3,345.04,0.21243913749130533,42
Oura,Ring Gen 4,Smart Ring,73.2,346.06,0.21152401317690575,43
Oura,Ring Gen 4,Smart Ring,73.8,348.97,0.21147949680488293,44
Oura,Ring Gen 4,Smart Ring,75.2,358.52,0.20975119937520922,45
Oura,Ring Gen 4,Smart Ring,73.6,351.57,0.20934664504935005,46
Oura,Ring Gen 4,Smart Ring,73.0,348.89,0.20923500243629797,47
Oura,Ring Gen 4,Smart Ring,72.0,345.11,0.20862913274028569,48
Oura,Ring Gen 4,Smart Ring,73.0,351.35,0.20777002988473031,49
Oura,Ring Gen 4,Smart Ring,74.4,358.75,0.20738675958188155,50
Oura,Ring Gen 4,Smart Ring,75.4,367.23,0.2053209160471639,51
Oura,Ring Gen 4,Smart Ring,73.3,358.8,0.20429208472686733,52
Oura,Ring Gen 4,Smart Ring,73.4,359.36,0.2042520035618878,53
Oura,Ring Gen 4,Smart Ring,72.4,355.13,0.20386900571621661,54
Oura,Ring Gen 4,Smart Ring,73.7,361.52,0.20386147377738439,55
Oura,Ring Gen 4,Smart Ring,74.6,366.92,0.20331407391256948,56
Oura,Ring Gen 4,Smart Ring,72.7,357.72,0.20323157777032316,57
Oura,Ring Gen 4,Smart Ring,72.3,356.03,0.20307277476617139,58
Oura,Ring Gen 4,Smart Ring,73.4,361.74,0.20290816608613924,59
Oura,Ring Gen 4,Smart Ring,73.0,360.14,0.20269895040817459,60
Oura,Ring Gen 4,Smart Ring,75.8,374.05,0.20264670498596443,61
Oura,Ring Gen 4,Smart Ring,71.9,356.28,0.20180756708207032,62
Oura,Ring Gen 4,Smart Ring,73.4,365.22,0.20097475494222661,63
Oura,Ring Gen 4,Smart Ring,72.6,361.26,0.20096329513369871,64
Oura,Ring Gen 4,Smart Ring,72.9,363.94,0.20030774303456617,65
Oura,Ring Gen 4,Smart Ring,73.3,367.8,0.19929309407286566,66
Oura,Ring Gen 4,Smart Ring,75.0,377.63,0.19860710218997432,67
Oura,Ring Gen 4,Smart Ring,72.9,367.16,0.19855104041834623,68
Oura,Ring Gen 4,Smart Ring,75.0,379.28,0.19774309217464672,69
Oura,Ring Gen 4,Smart Ring,72.9,370.43,0.19679831547120916,70
Oura,Ring Gen 4,Smart Ring,73.6,374.17,0.19670203383488785,71
Oura,Ring Gen 4,Smart Ring,74.0,378.1,0.1957154192012695,72
Oura,Ring Gen 4,Smart Ring,73.6,377.3,0.19507023588656239,73
Oura,Ring Gen 4,Smart Ring,74.5,382.51,0.19476614990457766,74
Oura,Ring Gen 4,Smart Ring,78.3,402.35,0.19460668572138684,75
Oura,Ring Gen 4,Smart Ring,74.2,381.97,0.19425609341047725,76
Oura,Ring Gen 4,Smart Ring,74.8,385.24,0.19416467656525802,77
Oura,Ring Gen 4,Smart Ring,74.2,382.78,0.19384502847588694,78
Oura,Ring Gen 4,Smart Ring,75.1,388.1,0.19350682813707804,79
Oura,Ring Gen 4,Smart Ring,73.0,378.74,0.19274436288746896,80
Oura,Ring Gen 4,Smart Ring,74.2,386.87,0.1917956936438597,81
Oura,Ring Gen 4,Smart Ring,73.7,384.74,0.19155793522898582,82
Oura,Ring Gen 4,Smart Ring,75.6,394.9,0.19144087110660926,83
Oura,Ring Gen 4,Smart Ring,74.4,389.47,0.19102883405653837,84
Oura,Ring Gen 4,Smart Ring,74.3,389.46,0.19077697324500592,85
Oura,Ring Gen 4,Smart Ring,77.7,408.51,0.19020342219284719,86
Oura,Ring Gen 4,Smart Ring,76.2,400.86,0.19009130369705135,87
Oura,Ring Gen 4,Smart Ring,74.0,390.02,0.18973385980206145,88
Oura,Ring Gen 4,Smart Ring,76.9,405.89,0.18946019857596888,89
Oura,Ring Gen 4,Smart Ring,75.8,400.2,0.18940529735132433,90
Oura,Ring Gen 4,Smart Ring,77.1,407.26,0.18931395177527868,91
Oura,Ring Gen 4,Smart Ring,77.3,408.61,0.18917794473948263,92
Oura,Ring Gen 4,Smart Ring,76.1,405.76,0.18754929022082018,93
Oura,Ring Gen 4,Smart Ring,74.0,394.74,0.18746516694533111,94
Oura,Ring Gen 4,Smart Ring,73.2,390.67,0.18737041492820028,95
Oura,Ring Gen 4,Smart Ring,73.2,392.0,0.18673469387755104,96
Oura,Ring Gen 4,Smart Ring,72.9,391.14,0.18637827887712841,97
Oura,Ring Gen 4,Smart Ring,73.1,392.24,0.18636549051601059,98
Oura,Ring Gen 4,Smart Ring,75.2,403.56,0.18634156011497671,99
Oura,Ring Gen 4,Smart Ring,74.2,399.45,0.18575541369382903,100
Oura,Ring Gen 4,Smart Ring,75.1,404.73,0.18555580263385466,101
Oura,Ring Gen 4,Smart Ring,73.9,398.6,0.18539889613647767,102
Oura,Ring Gen 4,Smart Ring,76.6,413.85,0.1850912166243808,103
Oura,Ring Gen 4,Smart Ring,74.9,407.54,0.18378564067330816,104
Oura,Ring Gen 4,Smart Ring,75.7,412.3,0.18360417171962162,105
Oura,Ring Gen 4,Smart Ring,72.7,396.22,0.18348392307304023,106
Oura,Ring Gen 4,Smart Ring,75.2,410.78,0.18306636155606409,107
Oura,Ring Gen 4,Smart Ring,72.1,394.1,0.18294849023090584,108
Oura,Ring Gen 4,Smart Ring,75.9,415.05,0.18286953379110951,109
Oura,Ring Gen 4,Smart Ring,75.7,414.69,0.18254599821553449,110
Oura,Ring Gen 4,Smart Ring,77.8,426.55,0.18239362325635916,111
Oura,Ring Gen 4,Smart Ring,74.6,409.41,0.18221342908087246,112
Oura,Ring Gen 4,Smart Ring,74.7,409.97,0.18220845427714222,113
Oura,Ring Gen 4,Smart Ring,76.0,418.76,0.18148820326678766,114
Oura,Ring Gen 4,Smart Ring,77.2,425.58,0.18139950185629025,115
Oura,Ring Gen 4,Smart Ring,74.7,412.92,0.18090671316477769,116
Oura,Ring Gen 4,Smart Ring,73.9,409.47,0.18047720223703811,117
Oura,Ring Gen 4,Smart Ring,75.3,419.29,0.17958930573111687,118
Oura,Ring Gen 4,Smart Ring,74.6,415.64,0.17948224424983159,119
Oura,Ring Gen 4,Smart Ring,77.3,432.5,0.17872832369942196,120
Oura,Ring Gen 4,Smart Ring,76.6,429.8,0.17822242903676128,121
Oura,Ring Gen 4,Smart Ring,76.4,430.02,0.17766615506255526,122
Oura,Ring Gen 4,Smart Ring,78.2,443.43,0.17635252463748508,123
Oura,Ring Gen 4,Smart Ring,77.2,439.12,0.17580615777008562,124
Oura,Ring Gen 4,Smart Ring,76.8,437.48,0.17555088232604918,125
Oura,Ring Gen 4,Smart Ring,76.4,437.43,0.17465651647120684,126
Oura,Ring Gen 4,Smart Ring,74.5,427.12,0.17442404944746207,127
Oura,Ring Gen 4,Smart Ring,75.3,433.07,0.17387489320433186,128
Oura,Ring Gen 4,Smart Ring,75.2,433.23,0.1735798536574106,129
Oura,Ring Gen 4,Smart Ring,75.8,444.06,0.17069765347025176,130
Oura,Ring Gen 4,Smart Ring,74.7,437.92,0.17057910120569966,131
Oura,Ring Gen 4,Smart Ring,75.9,446.11,0.17013741005581584,132
Oura,Ring Gen 4,Smart Ring,75.5,444.2,0.16996848266546602,133
Oura,Ring Gen 4,Smart Ring,76.4,451.7,0.16913880894398939,134
Oura,Ring Gen 4,Smart Ring,74.9,443.36,0.16893720678455432,135
Oura,Ring Gen 4,Smart Ring,74.9,444.23,0.16860635256511267,136
Oura,Ring Gen 4,Smart Ring,77.7,460.93,0.16857223439567831,137
Oura,Ring Gen 4,Smart Ring,75.5,448.47,0.16835016835016833,138
Oura,Ring Gen 4,Smart Ring,74.5,442.56,0.16833875632682574,139
Oura,Ring Gen 4,Smart Ring,77.1,458.43,0.16818271055559189,140
Oura,Ring Gen 4,Smart Ring,75.5,449.83,0.16784118444745794,141
Oura,Ring Gen 4,Smart Ring,76.8,459.59,0.16710546356535172,142
Oura,Ring Gen 4,Smart Ring,76.3,458.01,0.16659024912119821,143
Oura,Ring Gen 4,Smart Ring,76.6,460.23,0.16643851987049951,144
Oura,Ring Gen 4,Smart Ring,74.5,448.32,0.16617594575303354,145
Oura,Ring Gen 4,Smart Ring,76.3,460.41,0.1657218566060685,146
Oura,Ring Gen 4,Smart Ring,77.4,468.29,0.16528219692925325,147
Oura,Ring Gen 4,Smart Ring,77.1,467.16,0.16503981505265861,148
Oura,Ring Gen 4,Smart Ring,76.4,463.77,0.16473683075662507,149
Oura,Ring Gen 4,Smart Ring,74.5,452.83,0.16452090188370913,150
Oura,Ring Gen 4,Smart Ring,78.0,475.04,0.1641966992253284,151
Oura,Ring Gen 4,Smart Ring,76.9,471.02,0.1632627064668167,152
Oura,Ring Gen 4,Smart Ring,75.8,464.4,0.16322136089577952,153
Oura,Ring Gen 4,Smart Ring,76.6,470.12,0.16293712243682462,154
Oura,Ring Gen 4,Smart Ring,75.5,463.61,0.162852397489269,155
Oura,Ring Gen 4,Smart Ring,74.9,460.51,0.16264576230700747,156
Oura,Ring Gen 4,Smart Ring,75.5,465.63,0.16214590984257887,157
Oura,Ring Gen 4,Smart Ring,75.7,468.86,0.16145544512221133,158
Oura,Ring Gen 4,Smart Ring,76.4,477.76,0.15991292699263229,159
Oura,Ring Gen 4,Smart Ring,76.3,479.64,0.15907764156450671,160
Oura,Ring Gen 4,Smart Ring,75.8,476.74,0.15899651801820697,161
Oura,Ring Gen 4,Smart Ring,75.3,477.63,0.15765341373029332,162
Oura,Ring Gen 4,Smart Ring,78.0,494.89,0.15761078219402291,163
Oura,Ring Gen 4,Smart Ring,76.7,488.97,0.15686033908010716,164
Oura,Ring Gen 4,Smart Ring,76.9,491.54,0.15644708467266144,165
Oura,Ring Gen 4,Smart Ring,76.1,490.21,0.15523959119561004,166
Oura,Ring Gen 4,Smart Ring,75.8,488.42,0.15519429998771547,167
Oura,Ring Gen 4,Smart Ring,76.7,494.59,0.15507794334701472,168
Oura,Ring Gen 4,Smart Ring,75.5,487.92,0.15473848171831447,169
Oura,Ring Gen 4,Smart Ring,76.0,492.1,0.15444015444015444,170
Oura,Ring Gen 4,Smart Ring,75.0,486.26,0.15423847324476617,171
Oura,Ring Gen 4,Smart Ring,77.0,500.15,0.15395381385584325,172
Oura,Ring Gen 4,Smart Ring,75.0,487.56,0.15382722126507506,173
Oura,Ring Gen 4,Smart Ring,76.2,495.73,0.15371270651362637,174
Oura,Ring Gen 4,Smart Ring,74.4,484.36,0.15360475679246843,175
Oura,Ring Gen 4,Smart Ring,75.0,488.93,0.15339619168388113,176
Oura,Ring Gen 4,Smart Ring,76.2,498.76,0.15277889165129521,177
Oura,Ring Gen 4,Smart Ring,75.1,492.91,0.15236047148566673,178
Oura,Ring Gen 4,Smart Ring,76.7,504.79,0.1519443729075457,179
Oura,Ring Gen 4,Smart Ring,76.1,500.96,0.15190833599488981,180
Oura,Ring Gen 4,Smart Ring,78.3,516.88,0.15148583810555641,181
Oura,Ring Gen 4,Smart Ring,76.6,505.75,0.1514582303509639,182
Oura,Ring Gen 4,Smart Ring,75.5,499.92,0.15102416386621859,183
Oura,Ring Gen 4,Smart Ring,76.1,506.19,0.15033880558683496,184
Oura,Ring Gen 4,Smart Ring,73.8,491.2,0.15024429967426711,185
Oura,Ring Gen 4,Smart Ring,75.5,502.95,0.15011432547966996,186
Oura,Ring Gen 4,Smart Ring,77.5,516.37,0.15008617851540562,187
Oura,Ring Gen 4,Smart Ring,74.8,498.98,0.14990580784800994,188
Oura,Ring Gen 4,Smart Ring,77.3,517.55,0.14935754999516956,189
Oura,Ring Gen 4,Smart Ring,75.6,506.47,0.14926846604932176,190
Oura,Ring Gen 4,Smart Ring,75.4,505.15,0.14926259526873209,191
Oura,Ring Gen 4,Smart Ring,77.1,518.3,0.14875554698051321,192
Oura,Ring Gen 4,Smart Ring,77.6,522.53,0.14850821962375366,193
Oura,Ring Gen 4,Smart Ring,75.1,506.84,0.14817299344960935,194
Oura,Ring Gen 4,Smart Ring,77.7,527.1,0.14741035856573706,195
Oura,Ring Gen 4,Smart Ring,73.8,502.37,0.14690367657304376,196
Oura,Ring Gen 4,Smart Ring,76.4,521.24,0.14657355536796871,197
Oura,Ring Gen 4,Smart Ring,75.5,516.43,0.14619599945781617,198
Oura,Ring Gen 4,Smart Ring,74.5,509.77,0.1461443396041352,199
Oura,Ring Gen 4,Smart Ring,76.5,525.92,0.14545938545786433,200
Oura,Ring Gen 4,Smart Ring,76.4,526.52,0.14510369976449139,201
Oura,Ring Gen 4,Smart Ring,75.2,518.62,0.14500019281940535,202
Oura,Ring Gen 4,Smart Ring,74.6,516.4,0.14446165762974439,203
Oura,Ring Gen 4,Smart Ring,75.1,519.92,0.14444529927681182,204
Oura,Ring Gen 4,Smart Ring,74.7,517.18,0.14443713987393172,205
Oura,Ring Gen 4,Smart Ring,76.0,528.5,0.14380321665089876,206
Oura,Ring Gen 4,Smart Ring,76.1,532.22,0.14298598324001352,207
Oura,Ring Gen 4,Smart Ring,76.0,531.87,0.1428920600898716,208
Oura,Ring Gen 4,Smart Ring,74.8,523.51,0.14288170235525588,209
Oura,Ring Gen 4,Smart Ring,74.5,521.64,0.1428188022390921,210
Oura,Ring Gen 4,Smart Ring,76.2,534.03,0.14268861299926971,211
Oura,Ring Gen 4,Smart Ring,75.5,531.26,0.14211497195346912,212
Oura,Ring Gen 4,Smart Ring,76.7,541.01,0.14177187112992368,213
Oura,Ring Gen 4,Smart Ring,75.7,536.29,0.14115497212329151,214
Oura,Ring Gen 4,Smart Ring,77.0,545.91,0.14104889084281291,215
Oura,Ring Gen 4,Smart Ring,76.5,542.75,0.14094887148779364,216
Oura,Ring Gen 4,Smart Ring,74.5,530.38,0.14046532674686074,217
Oura,Ring Gen 4,Smart Ring,73.9,527.58,0.140073543348876,218
Oura,Ring Gen 4,Smart Ring,75.1,536.73,0.13992137573826691,219
Oura,Ring Gen 4,Smart Ring,74.8,536.34,0.13946377297982621,220
Oura,Ring Gen 4,Smart Ring,75.2,539.83,0.13930311394327843,221
Oura,Ring Gen 4,Smart Ring,75.4,541.68,0.13919657362280316,222
Oura,Ring Gen 4,Smart Ring,75.6,545.1,0.13869014859658776,223
Oura,Ring Gen 4,Smart Ring,73.9,533.06,0.13863354969421832,224
Oura,Ring Gen 4,Smart Ring,74.6,539.25,0.13834028743625404,225
Oura,Ring Gen 4,Smart Ring,75.3,544.84,0.13820571176859259,226
Oura,Ring Gen 4,Smart Ring,74.5,539.64,0.13805499962938256,227
Oura,Ring Gen 4,Smart Ring,74.4,539.39,0.13793359164982666,228
Oura,Ring Gen 4,Smart Ring,75.2,546.09,0.1377062388983501,229
Oura,Ring Gen 4,Smart Ring,74.0,541.36,0.13669277375498742,230
Oura,Ring Gen 4,Smart Ring,74.7,546.69,0.13664050924655655,231
Amazfit,GTR 4,Smartwatch,62.2,52.27,1.1899751291371723,1
Amazfit,T-Rex 3,Smartwatch,56.6,59.96,0.94396264176117417,2
Amazfit,T-Rex 3,Smartwatch,58.2,68.36,0.85137507314218841,3
Amazfit,T-Rex 3,Smartwatch,58.9,71.49,0.82389145335011893,4
Amazfit,GTS 4,Smartwatch,58.6,73.22,0.80032777929527454,5
Amazfit,GTR 4,Smartwatch,57.5,72.38,0.794418347609837,6
Amazfit,GTS 4,Smartwatch,59.8,76.1,0.7858081471747701,7
Amazfit,T-Rex 3,Smartwatch,58.0,73.89,0.78495060224658275,8
Amazfit,GTS 4,Smartwatch,58.0,74.32,0.78040904198062444,9
Amazfit,GTR 4,Smartwatch,59.0,80.09,0.73667124484954427,10
Amazfit,GTR 4,Smartwatch,59.2,80.55,0.73494723774053394,11
Fitbit,Versa 4,Smartwatch,58.3,80.02,0.72856785803549118,12
Amazfit,GTR 4,Smartwatch,58.4,80.17,0.72845203941624048,13
Amazfit,GTS 4,Smartwatch,57.7,79.75,0.72351097178683388,14
Amazfit,GTS 4,Smartwatch,57.8,82.93,0.69697335101893154,15
Fitbit,Versa 4,Smartwatch,59.7,87.94,0.67887195815328638,16
Fitbit,Versa 4,Smartwatch,59.6,90.67,0.65732877467740158,17
Fitbit,Versa 4,Smartwatch,59.6,91.21,0.65343712312246471,18
Amazfit,T-Rex 3,Smartwatch,57.1,89.17,0.64034989346192661,19
Fitbit,Sense 2,Smartwatch,59.3,96.15,0.61674466978679143,20
Amazfit,T-Rex 3,Smartwatch,58.7,96.45,0.60860549507516848,21
Fitbit,Sense 2,Smartwatch,56.9,93.79,0.60667448555283077,22
Amazfit,GTS 4,Smartwatch,59.7,101.09,0.5905628647739638,23
Fitbit,Sense 2,Smartwatch,60.2,105.37,0.57132011008826045,24
Fitbit,Versa 4,Smartwatch,55.6,97.67,0.56926384765025084,25
Amazfit,GTR 4,Smartwatch,60.5,106.76,0.56669164481079048,26
Amazfit,GTR 4,Smartwatch,57.6,104.14,0.553101594008066,27
Amazfit,GTS 4,Smartwatch,59.6,108.2,0.5508317929759704,28
Amazfit,GTS 4,Smartwatch,59.1,109.19,0.54125835699239855,29
Amazfit,GTR 4,Smartwatch,58.5,108.14,0.54096541520251529,30
Fitbit,Versa 4,Smartwatch,59.1,109.5,0.53972602739726028,31
Fitbit,Versa 4,Smartwatch,59.1,109.69,0.53879113866350625,32
Fitbit,Versa 4,Smartwatch,60.0,112.87,0.53158500930273767,33
Amazfit,GTR 4,Smartwatch,59.5,113.24,0.52543270929000352,34
Amazfit,T-Rex 3,Smartwatch,56.4,107.55,0.52440725244072528,35
Amazfit,T-Rex 3,Smartwatch,57.7,111.54,0.51730320961090193,36
Huawei,Watch 5,Smartwatch,58.6,114.77,0.51058639017164764,37
Huawei,Watch 5,Smartwatch,60.6,120.14,0.50441151989345767,38
Amazfit,GTS 4,Smartwatch,60.3,120.07,0.50220704588989762,39
Huawei,Band 9,Smartwatch,59.6,118.71,0.50206385308735579,40
Fitbit,Sense 2,Smartwatch,60.5,121.24,0.49901022764764108,41
Fitbit,Sense 2,Smartwatch,59.4,119.08,0.49882431978501846,42
Fitbit,Sense 2,Smartwatch,57.2,114.74,0.49851838940212662,43
Huawei,Band 9,Smartwatch,59.4,119.23,0.49819676255975842,44
Huawei,Watch GT 5,Smartwatch,59.3,119.17,0.49760845850465718,45
Amazfit,GTR 4,Smartwatch,58.2,117.75,0.49426751592356688,46
Fitbit,Sense 2,Smartwatch,61.8,126.79,0.48742014354444352,47
Amazfit,GTR 4,Smartwatch,57.3,117.61,0.48720346909276419,48
Fitbit,Sense 2,Smartwatch,61.3,127.11,0.48225946030996775,49
Huawei,Watch 5,Smartwatch,57.0,118.6,0.48060708263069141,50
Fitbit,Sense 2,Smartwatch,58.9,122.79,0.4796807557618698,51
Fitbit,Sense 2,Smartwatch,60.7,127.15,0.47738891073535195,52
Huawei,Band 9,Smartwatch,57.9,121.59,0.47619047619047616,53
Fitbit,Sense 2,Smartwatch,59.0,124.25,0.47484909456740443,54
Huawei,Watch 5,Smartwatch,59.8,126.88,0.47131147540983603,55
Amazfit,GTS 4,Smartwatch,58.6,124.49,0.47072053980239381,56
Huawei,Watch GT 5,Smartwatch,58.6,124.88,0.46925048046124285,57
Fitbit,Versa 4,Smartwatch,58.0,124.76,0.46489259378005771,58
Amazfit,GTS 4,Smartwatch,58.7,126.59,0.4637017141954341,59
Amazfit,GTS 4,Smartwatch,61.2,132.78,0.46091278807049257,60
Amazfit,T-Rex 3,Smartwatch,59.3,129.19,0.459013855561576,61
Huawei,Watch Ultimate,Smartwatch,59.2,129.76,0.45622688039457465,62
Huawei,Band 9,Smartwatch,61.4,135.69,0.45250202667845824,63
Fitbit,Versa 4,Smartwatch,57.4,127.43,0.45044338067958878,64
Fitbit,Versa 4,Smartwatch,59.0,135.08,0.43677820550784718,65
Amazfit,GTS 4,Smartwatch,57.0,131.06,0.43491530596673278,66
Amazfit,T-Rex 3,Smartwatch,60.7,143.14,0.4240603604862373,67
Huawei,Band 9,Smartwatch,59.6,140.77,0.42338566455921006,68
Fitbit,Sense 2,Smartwatch,57.5,139.04,0.41355005753739932,69
Garmin,Forerunner 965,Smartwatch,61.9,152.26,0.40654144226980166,70
Amazfit,GTS 4,Smartwatch,58.9,147.24,0.400027166530834,71
Fitbit,Versa 4,Smartwatch,58.8,149.11,0.39433974917845882,72
Garmin,Fenix 8,Smartwatch,64.7,167.63,0.38596909861003403,73
Huawei,Watch GT 5,Smartwatch,57.5,149.39,0.38489858758953077,74
Amazfit,GTS 4,Smartwatch,56.9,148.53,0.38308759173230994,75
Huawei,Watch 5,Smartwatch,57.9,154.36,0.37509717543405025,76
Fitbit,Sense 2,Smartwatch,60.6,162.13,0.37377413186948749,77
Huawei,Watch Ultimate,Smartwatch,59.3,159.47,0.37185677556907254,78
Huawei,Band 9,Smartwatch,58.2,156.76,0.37126818065833123,79
Huawei,Band 9,Smartwatch,59.1,159.76,0.36992989484226341,80
Huawei,Watch Ultimate,Smartwatch,57.9,156.52,0.36992077689752106,81
Huawei,Watch 5,Smartwatch,58.5,158.53,0.3690153283290229,82
Fitbit,Sense 2,Smartwatch,56.2,152.4,0.3687664041994751,83
Huawei,Band 9,Smartwatch,61.1,165.83,0.36844961707773016,84
Amazfit,GTS 4,Smartwatch,58.7,161.34,0.36382794099417382,85
Huawei,Band 9,Smartwatch,58.5,160.9,0.36357986326911124,86
Huawei,Watch Ultimate,Smartwatch,58.9,162.18,0.36317671722777156,87
Fitbit,Sense 2,Smartwatch,59.1,162.97,0.36264343130637544,88
Garmin,Instinct 2X,Smartwatch,62.2,173.18,0.35916387573622821,89
Garmin,Forerunner 965,Smartwatch,61.2,170.56,0.35881801125703566,90
Amazfit,GTS 4,Smartwatch,58.8,164.14,0.35823077860363106,91
Amazfit,T-Rex 3,Smartwatch,58.2,163.57,0.35581096778137805,92
Garmin,Instinct 2X,Smartwatch,62.8,177.89,0.35302715161054588,93
Huawei,Watch GT 5,Smartwatch,61.9,175.56,0.35258601048074734,94
Fitbit,Versa 4,Smartwatch,56.6,163.95,0.34522720341567553,95
Garmin,Instinct 2X,Smartwatch,62.0,180.01,0.34442530970501639,96
Amazfit,T-Rex 3,Smartwatch,57.1,166.87,0.3421825373044885,97
Huawei,Watch GT 5,Smartwatch,56.8,166.09,0.34198326208682039,98
Amazfit,T-Rex 3,Smartwatch,60.2,177.32,0.33949921046695242,99
Amazfit,T-Rex 3,Smartwatch,58.3,173.35,0.33631381597923277,100
Huawei,Band 9,Smartwatch,58.6,174.27,0.33625982670568655,101
Garmin,Instinct 2X,Smartwatch,60.4,181.46,0.33285572577978617,102
Garmin,Venu 3,Smartwatch,61.5,187.06,0.32877151716026942,103
Garmin,Fenix 8,Smartwatch,60.1,184.0,0.32663043478260873,104
Fitbit,Sense 2,Smartwatch,57.0,176.25,0.32340425531914896,105
